Iteration,X1,X2,X3,X4,X5,X6,X7,X8,X9,F1,F2,F3,F4,F5,F6,F7,F8,F9,Y,Fitness,Nc
85,0.2895,0.5392,0.5887,0.9739,0.0323,0.2868,0.2149,0.4575,0.8785,0.2282,1.1251,0.8936,0.7192,0.1868,1.5051,0.1948,1.3046,1.3626,0.4322,0.546,1
86,0.0442,0.7908,0.2627,0.3442,0.9031,0.8422,0.5271,0.458,0.1527,0.2171,0.5753,0.2413,1.4495,1.3701,0.5585,0.7299,1.2822,0.2184,0.491,0.5911,0
87,0.2319,0.8166,0.8763,0.1605,0.9373,0.3772,0.8927,0.2003,0.0365,0.3643,0.4512,1.511,1.4138,1.4332,1.3092,1.502,1.4106,0.3515,0.2704,0.4243,2
88,0.4436,0.287,0.495,0.6287,0.421,0.6014,0.1957,0.5854,0.0233,0.0797,1.7693,0.2441,1.1755,0.0337,1.2509,-0.1861,1.2763,-0.1925,0.6312,0.7575,1
89,0.1293,0.3,0.3034,0.0432,0.839,0.2058,0.5372,0.2952,0.5393,-0.5784,2.0172,-0.527,2.0502,0.6929,2.0448,0.0019,2.0172,0.0019,0.7654,0.8221,4
90,0.22,0.2898,0.0459,0.1374,0.091,0.2028,0.3901,0.0781,0.2561,-2.3746,3.0249,-2.3872,3.0488,-2.3871,3.0457,-2.191,3.0493,-2.3577,1.9399,1.9483,4
91,0.8821,0.9763,0.9037,0.5888,0.8262,0.196,0.3346,0.4405,0.236,1.9021,0.2432,1.8832,0.5152,1.9198,1.078,0.8586,0.879,0.8012,0.4352,0.4341,3
92,0.7432,0.6132,0.5179,0.7075,0.3467,0.9613,0.694,0.2427,0.6046,1.852,0.4483,1.2577,0.2006,0.8947,0.1924,1.7505,1.0595,1.5004,0.4138,0.4954,3
93,0.8681,0.5214,0.9927,0.2455,0.7327,0.1573,0.4389,0.787,0.6469,1.9133,0.6986,1.7332,1.064,1.8263,1.0776,1.0408,0.0932,1.6386,0.3515,0.3888,4
94,0.2034,0.991,0.8056,0.7885,0.7712,0.4537,0.3758,0.805,0.3917,0.8821,0.1848,1.9957,0.0168,1.9635,0.7858,1.0119,0.0043,1.0279,0.559,0.6029,2
95,0.1928,0.4353,0.18,0.2708,0.6808,0.1268,0.0726,0.1982,0.8106,-0.7804,2.0,-0.7817,2.1593,0.2722,2.1782,-0.7855,2.1745,0.5011,0.884,0.9545,4
96,0.4986,0.4679,0.348,0.9106,0.7818,0.6868,0.2716,0.9121,0.2976,1.0918,0.8998,0.7825,0.2137,1.8033,0.341,0.7146,0.2137,0.7334,0.5336,0.5732,1
97,0.8028,0.6184,0.1347,0.6303,0.5682,0.9085,0.6845,0.8945,0.3774,1.9982,0.3473,0.8856,0.32,1.4891,0.0389,1.8046,0.0171,1.0206,0.5373,0.61,3
98,0.2875,0.7673,0.413,0.5383,0.7563,0.5968,0.5003,0.7821,0.2235,0.5711,0.3364,0.7237,0.8588,1.6391,0.6991,0.9416,0.3261,0.5409,0.5204,0.5537,1
99,0.2378,0.0037,0.1669,0.796,0.5575,0.1909,0.4413,0.4003,0.1728,-0.768,2.1786,-0.7827,1.3082,-0.1257,2.1755,-0.5,2.0582,-0.7827,0.9512,1.0583,3
100,0.9574,0.996,0.6149,0.3652,0.8445,0.3163,0.5928,0.3028,0.5334,1.8451,0.2337,1.5731,0.9369,1.973,0.9847,1.5125,0.9981,1.3305,0.2965,0.3392,4
